tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
188,5,EAT,25.0,784.0,200.0,32,10,7,1,2,0,0,1,1,2,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
189,0,STAY,-0.5,783.5,199.5,32,10,7,0,2,1,2,1,1,5,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
190,1,NORTH,-1.0,782.5,198.5,32,10,7,0,2,1,2,1,1,7,20,0.501,0.000|0.606|0.000|0.000|0.000|0.000
191,2,SOUTH,-1.0,781.5,197.5,32,10,6,0,1,1,3,1,0,3,20,0.5,0.000|0.599|0.000|0.000|0.000|0.000
192,2,SOUTH,-1.0,780.5,196.5,32,10,7,0,2,1,2,1,1,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
193,4,EAST,-1.0,779.5,195.5,32,10,8,1,1,1,1,1,0,1,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
194,2,SOUTH,-1.0,778.5,194.5,32,11,8,2,1,0,1,0,0,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
195,5,EAT,27.0,805.5,200.0,33,11,9,2,1,0,0,0,-1,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
196,0,STAY,-0.5,805.0,199.5,33,11,9,1,1,1,0,0,-1,4,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
197,4,EAST,-1.0,804.0,198.5,33,11,9,1,1,1,0,0,-1,3,20,0.5,0.000|0.567|0.000|0.000|0.000|0.000
198,5,EAT,34.0,838.0,200.0,34,12,9,2,1,0,0,-1,-1,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
199,4,EAST,-1.0,837.0,199.0,34,12,9,1,1,1,0,-1,-1,1,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
200,5,EAT,26.0,863.0,200.0,35,13,9,1,0,0,0,-2,-1,2,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
201,4,EAST,-1.0,862.0,199.0,35,13,9,0,0,2,-2,-2,-1,1,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
202,0,STAY,-0.5,861.5,198.5,35,14,9,0,0,1,-2,-3,-1,5,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
203,1,NORTH,-1.0,860.5,197.5,35,14,9,0,0,1,-2,-3,-1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
204,4,EAST,-1.0,859.5,196.5,35,14,8,1,0,1,-1,-3,0,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
205,1,NORTH,-1.0,858.5,195.5,35,15,8,1,0,0,-1,2,0,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
206,5,EAT,35.0,893.5,200.0,36,15,7,1,0,0,0,2,1,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
207,3,WEST,-1.0,892.5,199.0,36,15,7,0,0,2,0,2,1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
208,0,STAY,-0.5,892.0,198.5,36,14,7,0,0,3,0,-3,1,3,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
209,4,EAST,-1.0,891.0,197.5,36,14,7,0,0,3,0,-3,1,2,15,0.5,0.000|0.514|0.000|0.000|0.000|0.000
210,0,STAY,-0.5,890.5,197.0,36,15,7,0,0,2,0,2,1,3,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
211,3,WEST,-1.0,889.5,196.0,36,15,7,0,0,2,0,2,1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
212,4,EAST,-1.0,888.5,195.0,36,14,7,0,0,3,0,-3,1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
213,0,STAY,-0.5,888.0,194.5,36,15,7,0,0,2,0,2,1,3,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
214,3,WEST,-1.0,887.0,193.5,36,15,7,0,0,2,0,2,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
215,0,STAY,-0.5,886.5,193.0,36,14,7,0,0,3,0,-3,1,3,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
216,4,EAST,-1.0,885.5,192.0,36,14,7,0,0,3,0,-3,1,3,15,0.5,0.000|0.544|0.000|0.536|0.000|0.000
217,3,WEST,-1.0,884.5,191.0,36,15,7,0,0,2,0,2,1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
218,4,EAST,-1.0,883.5,190.0,36,14,7,0,0,3,0,-3,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
219,4,EAST,-1.0,882.5,189.0,36,15,7,0,0,2,0,2,1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
220,4,EAST,-1.0,881.5,188.0,36,16,7,1,2,1,0,-1,1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
221,5,EAT,26.0,907.5,200.0,37,17,7,3,1,0,0,0,1,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
222,4,EAST,-1.0,906.5,199.0,37,17,7,2,1,1,0,0,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
223,5,EAT,31.0,937.5,200.0,38,18,7,3,1,0,0,-1,1,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
224,1,NORTH,-1.0,936.5,199.0,38,18,7,2,1,0,-1,-1,1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
225,5,EAT,20.0,956.5,200.0,39,18,6,4,0,0,0,-1,2,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
226,1,NORTH,-1.0,955.5,199.0,39,18,6,3,0,0,-1,-1,2,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
227,5,EAT,19.0,974.5,200.0,40,18,5,2,2,0,0,-1,-1,2,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
228,4,EAST,-1.0,973.5,199.0,40,18,5,1,2,1,0,-1,-1,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
229,5,EAT,21.0,994.5,200.0,41,19,5,1,1,0,0,0,-1,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
230,2,SOUTH,-1.0,993.5,199.0,41,19,5,0,1,0,2,0,-1,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
231,2,SOUTH,-1.0,992.5,198.0,41,19,6,1,0,0,1,0,-2,1,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
232,5,EAT,21.0,1013.5,200.0,42,19,7,1,0,0,0,-2,1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
233,0,STAY,-0.5,1013.0,199.5,42,19,7,0,0,0,-5,-2,1,3,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
234,1,NORTH,-1.0,1012.0,198.5,42,19,7,0,0,0,-5,-2,1,3,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
235,1,NORTH,-1.0,1011.0,197.5,42,19,6,0,0,0,-4,0,-2,1,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
236,1,NORTH,-1.0,1010.0,196.5,42,19,5,0,1,0,-3,0,-1,1,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
237,1,NORTH,-1.0,1009.0,195.5,42,19,4,1,2,0,-2,0,0,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
238,1,NORTH,-1.0,1008.0,194.5,42,19,3,2,2,0,-1,0,0,2,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
239,5,EAT,37.0,1045.0,200.0,43,19,2,2,1,0,0,0,1,2,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
240,1,NORTH,-1.0,1044.0,199.0,43,19,2,1,1,-1,1,0,1,1,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
241,0,STAY,-0.5,1043.5,198.5,43,19,1,0,0,-3,0,0,2,3,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
242,3,WEST,-1.0,1042.5,197.5,43,19,1,0,0,-3,0,0,2,4,13,0.5,0.000|0.000|0.000|0.596|0.000|0.000
243,3,WEST,-1.0,1041.5,196.5,43,18,1,0,0,-2,0,1,2,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
244,1,NORTH,-1.0,1040.5,195.5,43,17,1,1,0,-1,0,0,3,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
245,3,WEST,-1.0,1039.5,194.5,43,17,0,1,0,-1,1,-3,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
246,2,SOUTH,-1.0,1038.5,193.5,43,16,0,2,0,0,1,-2,0,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
247,5,EAT,34.0,1072.5,200.0,44,16,1,2,0,0,0,-2,-1,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
248,0,STAY,-0.5,1072.0,199.5,44,16,1,1,0,-1,-1,-2,-1,5,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
249,3,WEST,-1.0,1071.0,198.5,44,16,1,1,0,-1,-1,-2,-1,6,21,0.5,0.000|0.000|0.000|0.564|0.000|0.000
250,4,EAST,-1.0,1070.0,197.5,44,15,1,1,2,0,-1,-1,-1,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
251,4,EAST,-1.0,1069.0,196.5,44,16,1,1,0,-1,-1,-2,-1,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
252,0,STAY,-0.5,1068.5,196.0,44,17,1,0,0,1,2,0,3,3,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
253,2,SOUTH,-1.0,1067.5,195.0,44,17,1,0,0,1,2,0,3,2,21,0.5,0.000|0.515|0.000|0.000|0.000|0.000
254,4,EAST,-1.0,1066.5,194.0,44,17,2,1,0,1,1,0,2,1,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
255,0,STAY,-0.5,1066.0,193.5,44,18,2,1,1,0,1,1,1,5,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
256,2,SOUTH,-1.0,1065.0,192.5,44,18,2,1,1,0,1,1,1,1,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
257,5,EAT,34.0,1099.0,200.0,45,18,3,1,3,0,0,1,0,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
258,0,STAY,-0.5,1098.5,199.5,45,18,3,0,3,0,3,1,0,3,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
259,0,STAY,-0.5,1098.0,199.0,45,18,3,0,3,0,3,1,0,3,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
260,2,SOUTH,-1.0,1097.0,198.0,45,18,3,0,3,1,2,1,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
261,0,STAY,-0.5,1096.5,197.5,45,18,4,1,3,1,1,-1,0,5,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
262,0,STAY,-0.5,1096.0,197.0,45,18,4,1,3,1,1,-1,0,7,19,0.501,0.000|0.000|0.000|0.000|0.000|0.000
263,4,EAST,-1.0,1095.0,196.0,45,18,4,1,3,1,1,-1,0,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
264,1,NORTH,-1.0,1094.0,195.0,45,19,4,1,2,0,1,0,0,2,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
265,1,NORTH,-1.0,1093.0,194.0,45,19,3,0,2,0,2,0,0,3,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
266,0,STAY,-0.5,1092.5,193.5,45,19,2,0,1,0,3,0,1,5,28,0.5,0.000|0.000|0.000|0.000|0.000|0.000
267,2,SOUTH,-1.0,1091.5,192.5,45,19,2,0,1,0,3,0,1,2,28,0.5,0.000|0.000|0.000|0.000|0.000|0.000
268,2,SOUTH,-1.0,1090.5,191.5,45,19,3,0,2,0,2,0,0,3,28,0.5,0.000|0.000|0.000|0.000|0.000|0.000
269,4,EAST,-1.0,1089.5,190.5,45,19,4,1,2,0,1,0,0,4,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
270,3,WEST,-1.0,1088.5,189.5,45,19,4,1,2,0,1,0,0,2,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
271,0,STAY,-0.5,1088.0,189.0,45,18,4,1,3,1,1,-1,0,5,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
272,4,EAST,-1.0,1087.0,188.0,45,18,4,1,3,1,1,-1,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
273,1,NORTH,-1.0,1086.0,187.0,45,19,4,1,2,0,1,0,0,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
274,4,EAST,-1.0,1085.0,186.0,45,19,3,0,2,0,2,0,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
275,4,EAST,-1.0,1084.0,185.0,45,19,3,0,2,0,2,0,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
276,3,WEST,-1.0,1083.0,184.0,45,19,3,0,2,0,2,0,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
277,3,WEST,-1.0,1082.0,183.0,45,18,3,0,3,1,2,1,0,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
278,0,STAY,-0.5,1081.5,182.5,45,17,3,0,1,2,2,0,1,5,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
279,4,EAST,-1.0,1080.5,181.5,45,17,3,0,1,2,2,0,1,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
280,2,SOUTH,-1.0,1079.5,180.5,45,18,3,0,3,0,2,1,0,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
281,2,SOUTH,-1.0,1078.5,179.5,45,18,4,2,3,0,1,-1,0,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
282,5,EAT,26.0,1104.5,200.0,46,18,5,3,2,0,0,-1,-1,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
283,4,EAST,-1.0,1103.5,199.0,46,18,5,2,2,1,0,-1,-1,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
284,5,EAT,20.0,1123.5,200.0,47,19,5,2,1,0,0,0,-1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
285,0,STAY,-0.5,1123.0,199.5,47,19,5,1,1,-1,1,0,-1,5,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
286,3,WEST,-1.0,1122.0,198.5,47,19,5,1,1,-1,1,0,-1,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
287,2,SOUTH,-1.0,1121.0,197.5,47,18,5,1,2,0,1,-1,-1,1,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
288,5,EAT,31.0,1152.0,200.0,48,18,6,1,0,0,0,-1,2,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
289,0,STAY,-0.5,1151.5,199.5,48,18,6,0,0,-4,-1,-1,2,5,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
290,0,STAY,-0.5,1151.0,199.0,48,18,6,0,0,-4,-1,-1,2,5,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
291,3,WEST,-1.0,1150.0,198.0,48,18,6,0,0,-4,-1,-1,2,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
292,0,STAY,-0.5,1149.5,197.5,48,17,6,0,1,-3,-1,0,2,5,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
293,3,WEST,-1.0,1148.5,196.5,48,17,6,0,1,-3,-1,0,2,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
294,3,WEST,-1.0,1147.5,195.5,48,16,6,0,1,-2,-1,0,-1,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
295,0,STAY,-0.5,1147.0,195.0,48,15,6,1,1,-1,-1,0,2,6,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
296,0,STAY,-0.5,1146.5,194.5,48,15,6,1,1,-1,-1,0,2,6,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
297,0,STAY,-0.5,1146.0,194.0,48,15,6,1,1,-1,-1,0,2,6,27,0.5,0.000|0.000|0.000|0.000|0.000|0.000
298,0,STAY,-0.5,1145.5,193.5,48,15,6,1,1,-1,-1,0,2,6,26,0.5,0.000|0.000|0.000|0.000|0.000|0.000
299,3,WEST,-1.0,1144.5,192.5,48,15,6,1,1,-1,-1,0,2,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
300,1,NORTH,-1.0,1143.5,191.5,48,14,6,1,0,0,-1,1,2,1,8,0.5,0.000|0.000|0.000|0.000|0.000|0.000
301,5,EAT,20.0,1163.5,200.0,49,14,5,2,0,0,0,2,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
302,4,EAST,-1.0,1162.5,199.0,49,14,5,1,0,1,-1,2,0,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
303,0,STAY,-0.5,1162.0,198.5,49,15,5,1,1,0,-1,1,0,5,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
304,1,NORTH,-1.0,1161.0,197.5,49,15,5,1,1,0,-1,1,0,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
305,5,EAT,18.0,1179.0,200.0,50,15,4,1,1,0,0,2,0,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
306,3,WEST,-1.0,1178.0,199.0,50,15,4,0,1,-2,-1,2,0,2,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
307,0,STAY,-0.5,1177.5,198.5,50,14,4,1,0,-1,-1,0,-2,5,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
308,3,WEST,-1.0,1176.5,197.5,50,14,4,1,0,-1,-1,0,-2,3,24,0.5,0.000|0.000|0.000|0.000|0.602|0.000
309,0,STAY,-0.5,1176.0,197.0,50,13,4,2,1,0,-1,-1,-1,5,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
310,0,STAY,-0.5,1175.5,196.5,50,13,4,2,1,0,-1,-1,-1,5,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
311,1,NORTH,-1.0,1174.5,195.5,50,13,4,2,1,0,-1,-1,-1,1,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
312,5,EAT,30.0,1204.5,200.0,51,13,3,3,2,0,0,-1,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
313,1,NORTH,-1.0,1203.5,199.0,51,13,3,2,2,0,-1,-1,0,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
314,5,EAT,23.0,1226.5,200.0,52,13,2,2,2,0,0,1,0,2,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
315,3,WEST,-1.0,1225.5,199.0,52,13,2,1,2,-1,0,1,0,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
316,5,EAT,24.0,1249.5,200.0,53,12,2,4,1,0,0,0,1,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
317,0,STAY,-0.5,1249.0,199.5,53,12,2,3,1,-1,0,0,1,5,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
318,3,WEST,-1.0,1248.0,198.5,53,12,2,3,1,-1,0,0,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
319,5,EAT,33.0,1281.0,200.0,54,11,2,4,1,0,0,1,1,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
320,3,WEST,-1.0,1280.0,199.0,54,11,2,3,1,-1,0,1,1,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
321,5,EAT,38.0,1318.0,200.0,55,10,2,3,0,0,0,2,1,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
322,4,EAST,-1.0,1317.0,199.0,55,10,2,2,0,1,-1,2,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
323,0,STAY,-0.5,1316.5,198.5,55,11,2,2,1,0,-1,1,1,6,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
324,3,WEST,-1.0,1315.5,197.5,55,11,2,2,1,0,-1,1,1,3,22,0.5,0.556|0.000|0.000|0.000|0.000|0.000
325,4,EAST,-1.0,1314.5,196.5,55,10,2,2,0,1,-1,2,1,1,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
326,1,NORTH,-1.0,1313.5,195.5,55,11,2,2,1,0,-1,1,1,1,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
327,5,EAT,25.0,1338.5,200.0,56,11,1,3,0,0,0,1,2,2,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
328,1,NORTH,-1.0,1337.5,199.0,56,11,1,2,0,0,-1,1,2,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
329,5,EAT,18.0,1355.5,200.0,57,11,0,2,0,0,0,3,0,2,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
330,4,EAST,-1.0,1354.5,199.0,57,11,0,1,0,1,0,3,0,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
331,5,EAT,22.0,1376.5,200.0,58,12,0,1,0,0,0,2,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
332,4,EAST,-1.0,1375.5,199.0,58,12,0,0,0,3,0,2,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
333,4,EAST,-1.0,1374.5,198.0,58,13,0,0,1,2,0,1,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
334,3,WEST,-1.0,1373.5,197.0,58,14,0,1,1,1,0,0,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
335,4,EAST,-1.0,1372.5,196.0,58,13,0,0,1,2,0,1,0,1,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
336,1,NORTH,-1.0,1371.5,195.0,58,14,0,1,1,1,0,0,0,2,9,0.5,0.000|0.000|0.000|0.000|0.000|0.000
337,4,EAST,-1.0,1370.5,194.0,58,14,0,1,1,1,0,0,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
338,5,EAT,25.0,1395.5,200.0,59,15,0,1,1,0,0,-1,0,3,10,0.5,0.000|0.000|0.511|0.000|0.000|0.000
339,4,EAST,-1.0,1394.5,199.0,59,15,0,0,1,1,2,-1,0,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
340,2,SOUTH,-1.0,1393.5,198.0,59,16,0,0,0,0,2,-2,0,1,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
341,0,STAY,-0.5,1393.0,197.5,59,16,1,2,0,0,1,-2,-1,4,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
342,2,SOUTH,-1.0,1392.0,196.5,59,16,1,2,0,0,1,-2,-1,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
343,5,EAT,25.0,1417.0,200.0,60,16,2,2,0,0,0,-2,0,2,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
344,3,WEST,-1.0,1416.0,199.0,60,16,2,1,0,-1,0,-2,0,1,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
345,5,EAT,26.0,1442.0,200.0,61,15,2,1,1,0,0,-1,0,2,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
346,0,STAY,-0.5,1441.5,199.5,61,15,2,0,1,-5,0,-1,0,4,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
347,3,WEST,-1.0,1440.5,198.5,61,15,2,0,1,-5,0,-1,0,3,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
348,1,NORTH,-1.0,1439.5,197.5,61,14,2,0,1,-4,0,0,0,2,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
349,3,WEST,-1.0,1438.5,196.5,61,14,1,0,2,-3,0,0,-1,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
350,0,STAY,-0.5,1438.0,196.0,61,13,1,0,2,-2,0,1,-1,5,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
351,3,WEST,-1.0,1437.0,195.0,61,13,1,0,2,-2,0,1,-1,1,14,0.5,0.000|0.000|0.000|0.000|0.000|0.000
352,3,WEST,-1.0,1436.0,194.0,61,12,1,1,0,-1,0,0,2,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
353,5,EAT,20.0,1456.0,200.0,62,11,1,2,0,0,0,1,2,2,17,0.5,0.000|0.000|0.000|0.000|0.000|0.000
354,3,WEST,-1.0,1455.0,199.0,62,11,1,1,0,-1,1,1,2,1,18,0.5,0.000|0.000|0.000|0.000|0.000|0.000
355,2,SOUTH,-1.0,1454.0,198.0,62,10,1,1,0,0,1,2,2,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
356,5,EAT,36.0,1490.0,200.0,63,10,2,2,0,0,0,2,1,2,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
357,2,SOUTH,-1.0,1489.0,199.0,63,10,2,1,0,0,2,2,1,1,15,0.5,0.000|0.000|0.000|0.000|0.000|0.000
358,2,SOUTH,-1.0,1488.0,198.0,63,10,3,3,0,0,1,2,0,1,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
359,5,EAT,20.0,1508.0,200.0,64,10,4,4,0,0,0,2,-1,2,16,0.5,0.000|0.000|0.000|0.000|0.000|0.000
360,0,STAY,-0.5,1507.5,199.5,64,10,4,3,0,1,0,2,-1,5,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
361,0,STAY,-0.5,1507.0,199.0,64,10,4,3,0,1,0,2,-1,5,22,0.5,0.500|0.000|0.000|0.000|0.000|0.000
362,0,STAY,-0.5,1506.5,198.5,64,10,4,3,0,1,0,2,-1,5,24,0.5,0.000|0.000|0.000|0.000|0.000|0.000
363,0,STAY,-0.5,1506.0,198.0,64,10,4,3,0,1,0,2,-1,5,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
364,4,EAST,-1.0,1505.0,197.0,64,10,4,3,0,1,0,2,-1,2,21,0.5,0.000|0.000|0.000|0.000|0.000|0.000
365,5,EAT,32.0,1537.0,200.0,65,11,4,4,1,0,0,1,-1,2,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
366,3,WEST,-1.0,1536.0,199.0,65,11,4,3,1,0,-1,1,-1,1,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
367,2,SOUTH,-1.0,1535.0,198.0,65,10,4,2,0,0,1,2,-1,1,23,0.5,0.000|0.000|0.000|0.000|0.000|0.000
368,5,EAT,29.0,1564.0,200.0,66,10,5,3,1,0,0,1,1,2,22,0.5,0.000|0.000|0.000|0.000|0.000|0.000
369,0,STAY,-0.5,1563.5,199.5,66,10,5,2,1,0,1,1,1,5,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
370,2,SOUTH,-1.0,1562.5,198.5,66,10,5,2,1,0,1,1,1,1,10,0.5,0.000|0.000|0.000|0.000|0.000|0.000
371,5,EAT,22.0,1584.5,200.0,67,10,6,2,1,0,0,1,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
372,3,WEST,-1.0,1583.5,199.0,67,10,6,1,1,-1,0,1,0,1,12,0.5,0.000|0.000|0.000|0.000|0.000|0.000
373,5,EAT,27.0,1610.5,200.0,68,9,6,1,0,0,0,2,0,2,11,0.5,0.000|0.000|0.000|0.000|0.000|0.000
374,3,WEST,-1.0,1609.5,199.0,68,9,6,0,0,3,0,2,0,2,13,0.5,0.000|0.000|0.000|0.000|0.000|0.000
375,0,STAY,-0.5,1609.0,198.5,68,8,6,0,1,0,2,-1,1,5,19,0.5,0.000|0.000|0.000|0.000|0.000|0.000
376,0,STAY,-0.5,1608.5,198.0,68,8,6,0,1,0,2,-1,1,5,20,0.5,0.000|0.000|0.000|0.000|0.000|0.000
377,2,SOUTH,-1.0,1607.5,197.0,68,8,6,0,1,0,2,-1,1,4,25,0.5,0.000|0.000|0.000|0.000|0.000|0.000
